session_id,student_id,student_name,scenario_name,student_role,ai_model,status,deal_reached,deal_failed,transcript_length,duration_minutes,created_at,updated_at
1144aa88-511c-4b76-a560-a216efccb98c,123,Chris,Top_talent,side2,openai/gpt-5,completed,0,0,12,31.0992864,2025-11-15 07:14:40.297549,2025-11-15 07:45:46.254733
65194c01-2d5b-4e6e-bc84-68cd534978c6,123,Chris,Top_talent,side2,openai/gpt-5,active,0,0,1,0.9641696,2025-11-15 08:55:59.726561,2025-11-15 08:56:57.576737
33b750dd-ea59-42ee-bba1-33035a4ba6b0,123,Chris,Top_talent,side2,openai/gpt-5,active,0,0,1,0.8493613166666666,2025-11-15 08:56:20.962549,2025-11-15 08:57:11.924228
0616b831-318d-40e4-9890-7fded6cc67ab,123,Chris,Top_talent,side2,openai/gpt-5,completed,1,0,13,66.06612301666667,2025-11-15 07:51:27.472206,2025-11-15 08:57:31.439587
de114cde-f8eb-4a78-8726-4a3daf07fa9c,123,Chris,Top_talent,side2,openai/gpt-5,active,0,0,0,2.8333333333333335e-06,2025-11-15 09:00:20.503126,2025-11-15 09:00:20.503296
596c7714-3611-43c9-b725-71ff000338e5,123,Chris,Top_talent,side2,openai/gpt-5,completed,0,0,11,32.63481041666667,2025-11-15 21:35:25.382179,2025-11-15 22:08:03.470804
ef312044-791e-488f-9993-d6cdb954af1e,123,Chris,Top_talent,side2,openai/gpt-5,active,0,0,1,0.8452898833333333,2025-11-16 06:37:19.054443,2025-11-16 06:38:09.771836
77d701ac-8751-49b7-99ba-af6a261eccaf,123,Chris,Top_talent,side2,openai/gpt-5,completed,1,0,13,31.09295195,2025-11-16 06:37:55.475751,2025-11-16 07:09:01.052868
a82b4baa-8d47-4f71-a584-19835ed0328d,123,Chris,Top_talent,side2,openai/gpt-5,completed,1,0,9,45.98104695,2025-11-17 08:02:12.298009,2025-11-17 08:48:11.160826
d356be90-2284-42b5-b8d6-88ee012f8214,123,Chris,Top_talent,side2,openai/gpt-5,active,0,0,1,1.6736740833333335,2025-11-17 19:01:18.399144,2025-11-17 19:02:58.819589
3a79b390-62ab-4dbb-b00e-14587aac0e22,123,Chris,Top_talent,side2,openai/gpt-5,active,0,0,1,1.36218755,2025-11-17 19:01:43.325480,2025-11-17 19:03:05.056733
84ce2eee-5426-4359-b165-73f14c9a2b20,123,Chris,Top_talent,side2,openai/gpt-5,active,0,0,1,1.6991428333333334,2025-11-17 19:02:03.382503,2025-11-17 19:03:45.331073
12095ca9-e3c9-4001-b46d-a8bafb240272,123,Chris,Top_talent,side2,openai/gpt-5,active,0,0,1,1.8708708833333332,2025-11-17 19:02:26.519207,2025-11-17 19:04:18.771460
08f6c214-e443-4cbe-b6a3-09f1165fb1b8,123,Chris,Top_talent,side2,openai/gpt-5,active,0,0,1,1.9411757333333335,2025-11-17 19:02:45.819057,2025-11-17 19:04:42.289601
910ccda6-bad7-44da-87c2-aaf2313e2e8b,123,Chris,Top_talent,side2,x-ai/grok-3,active,0,0,1,0.33524605,2025-11-17 19:11:53.846026,2025-11-17 19:12:13.960789
941bbeb2-4280-4112-a27a-20917492ec76,123,Chris,Top_talent,side2,x-ai/grok-3,active,0,0,1,0.16705276666666666,2025-11-17 19:13:46.052231,2025-11-17 19:13:56.075397
24fbb707-1f23-479d-9007-75385d80b6d5,123,Chris,Top_talent,side2,openai/gpt-5,active,0,0,4,17.118246916666667,2025-11-17 19:03:27.250596,2025-11-17 19:20:34.345411
eaab6f20-16ab-4b85-9c30-4bc1d11f6aeb,123,Chris,Top_talent,side2,x-ai/grok-3,completed,1,0,9,9.5496404,2025-11-17 19:16:39.468553,2025-11-17 19:26:12.446977
8df7c686-9957-42f8-a00b-99ca76ecf286,123,Chris,Top_talent,side2,x-ai/grok-3,active,0,0,1,0.35462221666666666,2025-11-17 20:35:21.113519,2025-11-17 20:35:42.390852
06a240f5-d57c-4a08-a980-15c8cfc1e0d9,123,Chris,Top_talent,side2,x-ai/grok-3,active,0,0,2,2.539258433333333,2025-11-17 20:37:59.735712,2025-11-17 20:40:32.091218
ada4d8ca-8f6e-450d-934b-25e984ec0a87,123,Chris,Top_talent,side2,x-ai/grok-3,completed,1,0,13,46.45734731666666,2025-11-17 20:34:28.679167,2025-11-17 21:20:56.120006
30fbe036-d423-4423-9faa-2156fe9e3130,123,Chris,Top_talent,side1,openai/gpt-5,active,0,0,6,17.313263383333332,2025-11-17 21:07:42.630108,2025-11-17 21:25:01.425911
19dfa2b4-88b3-42df-8907-449a815f2db8,123,Chris,Top_talent,side2,x-ai/grok-3,completed,1,0,13,61.91384608333333,2025-11-17 20:42:42.394899,2025-11-17 21:44:37.225664
